Symbol,Date,Prev_Close,Open_Price,High_Price,Low_Price,Close_Price
SUNTV,11-Jul-19,458.85,461.7,469.5,456.2,467
SUNTV,12-Jul-19,467,467,484.75,465.2,478.65
SUNTV,15-Jul-19,478.65,481.6,481.6,468.25,474.15
SUNTV,16-Jul-19,474.15,474,486.5,471.3,480.45
SUNTV,17-Jul-19,480.45,480.9,485.9,476.5,480.3
SUNTV,18-Jul-19,480.3,479.4,482.7,464.6,465.7
SUNTV,19-Jul-19,465.7,468,472.95,458.4,460.35
SUNTV,22-Jul-19,460.35,460.1,476.05,455.45,473.75
SUNTV,23-Jul-19,473.75,470.4,473.2,455.4,471
SUNTV,24-Jul-19,471,472,473.9,455.15,471.4
SUNTV,25-Jul-19,471.4,472.8,487.7,471.05,477.45
SUNTV,26-Jul-19,477.45,477,495.85,471.5,491.05
